Zeit;Temperatur;
19:37:03.09;100,00;
19:37:03.59;100,00;
19:37:04.09;100,00;
19:37:04.59;100,00;
19:37:05.09;100,00;
19:37:05.59;100,00;
19:37:19.09;100,00;
19:37:19.59;100,00;
19:37:20.09;100,00;
19:37:20.59;100,00;
19:37:21.09;21,21;
19:37:21.59;0,00;
19:37:22.09;0,00;
19:37:22.59;0,00;
19:37:23.09;0,00;
19:37:23.59;0,00;
19:37:24.09;0,00;
19:37:24.59;0,00;
19:37:25.09;0,00;
